date,T2M,T2M_MAX,T2M_MIN,RH2M,WS2M,PRECTOTCORR,ALLSKY_SFC_SW_DWN,CLRSKY_SFC_SW_DWN
2025-04-15,31.22,39.0,23.32,26.63,2.94,0.0,6.52,6.54
2025-04-16,32.29,40.12,23.93,25.49,1.95,0.0,6.49,-999.0
2025-04-17,34.19,43.86,24.82,21.35,2.6,0.0,6.56,-999.0
2025-04-18,35.17,44.7,25.92,16.65,3.67,0.0,6.61,6.63
2025-04-19,33.33,41.81,25.44,15.25,3.88,0.0,6.81,6.84
2025-04-20,32.83,40.35,25.48,20.11,3.95,0.0,6.62,-999.0
2025-04-21,31.33,40.24,22.57,8.43,3.12,0.0,6.99,-999.0
2025-04-22,30.73,41.13,20.94,7.42,2.63,0.0,7.11,7.16
2025-04-23,30.89,40.62,20.59,6.0,2.88,0.0,7.25,7.31
2025-04-24,32.01,42.19,21.74,8.68,3.08,0.0,7.12,7.15
2025-04-25,33.18,42.58,23.4,11.99,3.03,0.0,6.97,-999.0
2025-04-26,33.07,40.95,24.64,13.73,2.03,0.0,3.51,-999.0
2025-04-27,33.06,41.79,24.38,15.09,1.93,0.0,6.9,6.96
2025-04-28,32.96,42.9,22.99,13.64,2.26,0.0,6.96,7.01
2025-04-29,32.46,41.73,22.77,14.46,2.75,0.0,7.04,7.05
2025-04-30,32.9,41.96,23.52,18.85,2.76,0.0,6.94,6.96
2025-05-01,35.02,42.6,27.0,23.33,2.2,1.66,6.49,-999.0
2025-05-02,32.68,38.63,28.1,33.04,3.12,4.42,6.32,-999.0
2025-05-03,30.34,36.01,25.46,42.43,1.59,2.61,6.38,6.39
2025-05-04,31.46,38.62,24.69,38.07,1.18,1.96,5.83,-999.0
2025-05-05,30.28,36.71,24.67,43.77,2.11,3.39,4.44,-999.0
2025-05-06,27.96,33.0,24.13,50.3,1.57,4.13,5.11,-999.0
2025-05-07,28.94,34.34,23.24,49.29,1.06,1.77,4.14,-999.0
2025-05-08,29.67,34.66,24.18,49.02,1.43,3.67,3.5,-999.0
2025-05-09,30.37,36.0,24.38,48.21,1.93,3.82,5.54,-999.0
2025-05-10,31.63,37.91,25.35,44.89,1.9,2.14,5.4,-999.0
2025-05-11,32.86,39.6,26.31,38.95,1.68,0.73,6.45,-999.0
2025-05-12,34.16,40.84,26.97,32.0,1.74,1.04,6.54,6.56
2025-05-13,34.62,41.43,27.86,30.19,2.35,0.55,4.94,-999.0
2025-05-14,35.35,42.56,27.4,28.93,2.02,0.17,6.47,-999.0
2025-05-15,36.16,43.2,28.22,22.97,2.26,0.03,6.75,6.77
2025-05-16,36.5,44.72,27.89,21.73,2.58,0.0,6.68,6.71
2025-05-17,36.97,44.35,29.29,24.99,3.49,0.01,6.48,-999.0
2025-05-18,37.47,44.76,30.01,25.0,3.34,0.02,5.93,-999.0
2025-05-19,37.91,44.77,31.17,26.63,3.35,0.14,6.46,-999.0
2025-05-20,37.61,44.34,31.18,25.87,3.82,0.65,6.68,6.7
2025-05-21,37.65,44.75,30.37,21.44,3.3,0.0,6.55,-999.0
2025-05-22,37.13,44.06,29.37,25.52,2.21,1.28,6.64,6.66
2025-05-23,37.58,44.61,30.77,26.13,2.93,1.33,6.62,-999.0
2025-05-24,36.38,42.86,30.11,33.78,3.37,2.52,6.54,-999.0
2025-05-25,33.67,38.78,28.28,42.0,3.15,2.15,6.55,6.55
2025-05-26,34.07,39.88,28.47,42.08,2.81,0.31,6.49,-999.0
2025-05-27,35.52,41.97,28.67,37.35,2.07,0.13,6.42,-999.0
2025-05-28,36.43,42.54,30.24,36.5,1.69,2.01,6.49,-999.0
2025-05-29,35.73,41.41,31.19,38.54,1.19,3.68,3.72,-999.0
2025-05-30,34.23,38.79,29.99,39.87,1.3,1.73,4.94,-999.0
2025-05-31,34.48,41.49,27.82,30.32,3.58,0.06,5.44,-999.0
