date,temp_avg_c,temp_max_c,temp_min_c,humidity_pct,wind_speed_ms,precip_mm,solar_rad_allsky_mj_m2,solar_rad_clrsky_mj_m2,temp_avg_c_norm,temp_max_c_norm,temp_min_c_norm,humidity_pct_norm,wind_speed_ms_norm,precip_mm_norm,solar_rad_allsky_mj_m2_norm,solar_rad_clrsky_mj_m2_norm
2023-07-19,29.52,33.84,26.43,80.23,1.8,3.12,5.03,7.09,0.6588900671615411,0.5339547270306257,0.7447811447811448,0.8514567561367287,0.24615384615384622,0.030075187969924814,0.9969714421892997,0.9987789381725768
2023-07-20,29.78,33.56,25.11,77.9,1.75,4.21,5.88,7.12,0.6680805938494169,0.5246338215712383,0.7003367003367004,0.8247304427621014,0.2365384615384616,0.04058222479275111,0.9978154664971998,0.9988087201683676
2023-07-21,30.25,33.66,26.8,76.99,1.78,3.62,6.48,7.22,0.6846942382467304,0.5279627163781622,0.7572390572390573,0.8142922688690065,0.24230769230769234,0.03489492963177174,0.9984112483615998,0.9989079934876702
2023-07-22,29.77,33.73,26.51,78.91,3.07,2.53,6.47,7.27,0.6677271120537293,0.5302929427430092,0.7474747474747475,0.8363156687313603,0.4903846153846155,0.02438789280894544,0.9984013186638597,0.9989576301473216
2023-07-23,28.93,33.11,25.57,80.49,3.55,2.59,5.47,7.28,0.6380346412159773,0.5096537949400797,0.7158249158249158,0.8544390915347556,0.5826923076923078,0.02496626180836707,0.9974083488898597,0.9989675574792519
2023-07-24,29.35,33.72,25.2,79.6,2.53,1.39,5.59,7.3,0.6528808766348534,0.5299600532623168,0.7033670033670033,0.8442303280568937,0.38653846153846155,0.013398881819934452,0.9975275052627397,0.9989874121431125
2023-07-25,29.33,33.02,25.93,82.1,1.38,2.85,4.76,7.17,0.6521739130434782,0.5066577896138482,0.7279461279461279,0.8729066299610001,0.1653846153846154,0.027472527472527476,0.9967033403503196,0.9988583568280189
2023-07-26,27.96,30.19,26.33,89.02,2.29,6.36,4.49,7.21,0.6037469070342878,0.41245006657789607,0.7414141414141414,0.9522826336315667,0.34038461538461545,0.06130711393869289,0.9964352385113396,0.9988980661557401
2023-07-27,27.47,29.28,25.92,90.68,2.23,18.78,5.19,6.95,0.5864262990455992,0.38215712383488676,0.7276094276094277,0.9713236980958936,0.3288461538461539,0.18102949681897051,0.9971303173531396,0.998639955525553
2023-07-28,27.27,29.69,25.34,89.27,2.3,20.37,3.73,7.3,0.5793566631318487,0.3958055925432755,0.7080808080808081,0.9551502638219774,0.3423076923076923,0.19635627530364375,0.9956805814830996,0.9989874121431125
2023-07-29,26.82,29.71,24.79,89.87,3.57,30.89,3.37,7.25,0.5634499823259103,0.3964713715046604,0.6895622895622896,0.9620325762789631,0.5865384615384617,0.29776363986890303,0.9953231123644595,0.9989377754834611
2023-07-30,28.29,31.87,25.08,83.96,2.56,4.62,4.39,7.31,0.6154118062919759,0.46837549933422107,0.6993265993265992,0.8942417985776553,0.39230769230769236,0.04453441295546559,0.9963359415339396,0.9989973394750428
2023-07-31,28.21,31.85,25.17,83.76,2.85,3.11,5.49,6.86,0.6125839519264759,0.4677097203728362,0.7023569023569024,0.891947694425327,0.4480769230769232,0.029978793136687873,0.9974282082853397,0.9985506095381805
2023-08-01,28.55,32.62,24.89,81.92,2.62,0.35,4.59,6.74,0.6246023329798517,0.49334221038615156,0.692929292929293,0.8708419362239045,0.4038461538461539,0.0033738191632928472,0.9965345354887396,0.9984314815550173
2023-08-02,28.23,31.9,25.04,83.69,3.1,0.01,5.51,6.99,0.6132909155178509,0.46937416777629815,0.6979797979797979,0.8911447579720119,0.4961538461538462,9.639483323693851e-05,0.9974480676808197,0.9986796648532741
2023-08-03,27.8,31.51,24.76,83.82,2.83,0.09,4.77,6.67,0.5980911983032874,0.45639147802929414,0.6885521885521886,0.8926359256710253,0.4442307692307694,0.0008675534991324465,0.9967132700480597,0.9983619902315054
2023-08-04,27.27,30.86,24.55,86.43,2.84,1.33,3.64,6.75,0.5793566631318487,0.43475366178428754,0.6814814814814815,0.9225739848589126,0.4461538461538462,0.012820512820512822,0.9955912142034395,0.9984414088869475
2023-08-05,27.68,31.08,25.05,84.01,3.17,0.6,5.31,6.74,0.5938494167550371,0.4420772303595204,0.6983164983164983,0.8948153246157375,0.5096153846153847,0.00578368999421631,0.9972494737260197,0.9984314815550173
2023-08-06,27.79,32.31,23.93,81.64,3.65,0.01,5.12,6.7,0.5977377165075999,0.483022636484687,0.6606060606060606,0.8676301904106446,0.6019230769230771,9.639483323693851e-05,0.9970608094689597,0.9983917722272962
2023-08-07,27.24,31.83,23.94,81.27,4.27,0.0,4.33,6.76,0.5782962177447861,0.46704394141145134,0.660942760942761,0.8633860977288368,0.7211538461538463,0.0,0.9962763633474996,0.9984513362188778
2023-08-08,26.96,31.08,24.07,82.89,3.72,0.0,4.5,5.9,0.5683987274655355,0.4420772303595204,0.6653198653198653,0.8819683413626979,0.6153846153846156,0.0,0.9964451682090796,0.9975975856728746
2023-08-09,27.47,31.92,23.69,81.19,3.19,0.0,5.04,6.45,0.5864262990455992,0.470039946737683,0.6525252525252526,0.8624684560679055,0.5134615384615386,0.0,0.9969813718870396,0.9981435889290394
2023-08-10,27.44,32.01,24.08,81.1,3.03,0.0,5.51,6.49,0.5853658536585367,0.4730359520639147,0.6656565656565656,0.8614361091993575,0.4826923076923077,0.0,0.9974480676808197,0.9981832982567606
2023-08-11,27.16,31.9,23.29,80.23,2.72,0.0,6.03,6.67,0.575468363379286,0.46937416777629815,0.639057239057239,0.8514567561367287,0.4230769230769232,0.0,0.9979644119632998,0.9983619902315054
2023-08-12,26.94,31.82,22.76,79.99,3.42,0.0,5.99,6.84,0.5676917638741605,0.4667110519307589,0.6212121212121213,0.8487038311539343,0.5576923076923078,0.0,0.9979246931723398,0.99853075487432
2023-08-13,26.83,31.57,23.54,81.73,3.72,0.0,4.94,6.85,0.5638034641215977,0.45838881491344874,0.6474747474747474,0.8686625372791925,0.6153846153846156,0.0,0.9968820749096396,0.9985406822062503
2023-08-14,27.31,32.49,23.21,78.41,2.45,0.0,4.62,6.54,0.5807705903145988,0.48901464713715037,0.6363636363636364,0.830580408350539,0.3711538461538462,0.0,0.9965643245819596,0.9982329349164119
2023-08-15,27.34,31.71,23.1,78.36,1.99,1.6,5.56,6.69,0.5818310357016614,0.46304926764314236,0.6326599326599327,0.8300068823124569,0.28269230769230774,0.015423173317910162,0.9974977161695197,0.998381844895366
2023-08-16,27.99,32.9,23.61,78.91,2.65,0.52,4.32,6.65,0.6048073524213503,0.502663115845539,0.6498316498316499,0.8363156687313603,0.40961538461538466,0.005012531328320803,0.9962664336497596,0.9983421355676448
2023-08-17,28.1,33.16,23.38,76.66,3.1,0.0,6.57,6.75,0.6086956521739131,0.5113182423435416,0.642087542087542,0.8105069970176645,0.4961538461538462,0.0,0.9985006156412598,0.9984414088869475
2023-08-18,28.62,33.91,23.21,73.42,1.97,0.33,6.14,6.57,0.6270767055496643,0.5362849533954726,0.6363636363636364,0.7733425097499427,0.2788461538461539,0.0031810294968189707,0.9980736386384398,0.9982627169122027
2023-08-19,28.88,32.94,24.86,76.65,2.01,3.37,4.24,6.22,0.6362672322375397,0.5039946737683088,0.6919191919191919,0.8103922918100482,0.2865384615384615,0.032485058800848274,0.9961869960678396,0.9979152602946433
2023-08-20,30.23,34.22,26.1,72.74,1.48,1.38,4.58,6.33,0.6839872746553554,0.5466045272969373,0.7336700336700337,0.7655425556320256,0.18461538461538463,0.013302486986697512,0.9965246057909997,0.9980244609458763
