date,year,month,day,solar_mwh,temp_avg_c,temp_max_c,temp_min_c,humidity_pct,wind_speed_ms,precip_mm,solar_rad_allsky_mj_m2,solar_rad_clrsky_mj_m2,temp_avg_c_norm,temp_max_c_norm,temp_min_c_norm,humidity_pct_norm,wind_speed_ms_norm,precip_mm_norm,solar_rad_allsky_mj_m2_norm,solar_rad_clrsky_mj_m2_norm,cloudiness_index,solar_mwh_lag1,solar_mwh_lag7,solar_mwh_rollmean7,temp_avg_c_lag1,temp_avg_c_lag7,temp_avg_c_rollmean7,humidity_pct_lag1,humidity_pct_lag7,humidity_pct_rollmean7,wind_speed_ms_lag1,wind_speed_ms_lag7,wind_speed_ms_rollmean7,solar_rad_allsky_mj_m2_lag1,solar_rad_allsky_mj_m2_lag7,solar_rad_allsky_mj_m2_rollmean7,day_of_week_num,dow_Friday,dow_Monday,dow_Saturday,dow_Sunday,dow_Thursday,dow_Tuesday,dow_Wednesday,month_sin,month_cos,dayofweek_sin,dayofweek_cos,precip_cumsum3,precip_cumsum7,temp_humidity_interaction,wind_radiation_interaction
2023-06-01,2023,6,1,95310.0,28.38,35.44,21.47,56.12,2.87,0.19,7.43,7.72,0.6185931424531635,0.5872170439414113,0.5777777777777777,0.574902500573526,0.451923076923077,0.0018315018315018,0.9993545696468998,0.9994043600841838,0.29,,,,,,,,,,,,,,,,3,False,False,False,False,True,False,False,1.2246467991473532e-16,-1.0,0.43388373911755823,-0.900968867902419,,,1592.6855999999998,21.3241
2023-06-02,2023,6,2,110250.0,29.31,35.22,22.45,55.83,2.4,0.0,6.68,7.66,0.6514669494521032,0.5798934753661782,0.6107744107744107,0.5715760495526496,0.3615384615384616,0.0,0.9986098423163998,0.9993447960926022,0.9800000000000004,95310.0,,,28.38,,,56.12,,,2.87,,,7.43,,,4,True,False,False,False,False,False,False,1.2246467991473532e-16,-1.0,-0.433883739117558,-0.9009688679024191,,,1636.3772999999999,16.032
2023-06-03,2023,6,3,110430.0,31.55,37.24,25.5,50.16,1.59,0.01,7.15,7.6,0.7306468716861082,0.6471371504660453,0.7134680134680135,0.5065381968341361,0.2057692307692308,9.639483323693852e-05,0.9990765381101798,0.9992852321010206,0.4499999999999993,110250.0,,,29.31,,,55.83,,,2.4,,,6.68,,,5,False,False,True,False,False,False,False,1.2246467991473532e-16,-1.0,-0.9749279121818236,-0.2225209339563146,0.2,,1582.548,11.368500000000001
2023-06-04,2023,6,4,120770.0,30.56,35.28,25.89,53.07,2.64,0.03,5.89,7.26,0.6956521739130436,0.5818908122503328,0.7265993265993266,0.5399174122505161,0.4076923076923077,0.0002891844997108,0.9978253961949396,0.9989477028153914,1.37,110430.0,,,31.55,,,50.16,,,1.59,,,7.15,,,6,False,False,False,True,False,False,False,1.2246467991473532e-16,-1.0,-0.7818314824680299,0.6234898018587334,0.04,,1621.8192,15.5496
2023-06-05,2023,6,5,112970.0,31.41,37.95,24.3,43.57,1.97,0.0,7.98,8.01,0.7256981265464829,0.6707723035952065,0.6730639730639731,0.4309474650149117,0.2788461538461539,0.0,0.9999007030226,0.9996922527101616,0.0299999999999993,120770.0,,,30.56,,,53.07,,,2.64,,,5.89,,,0,False,True,False,False,False,False,False,1.2246467991473532e-16,-1.0,0.0,1.0,0.04,,1368.5337,15.720600000000001
2023-06-06,2023,6,6,101890.0,32.55,39.72,25.24,40.4,1.73,0.0,7.51,7.82,0.7659950512548602,0.7296937416777627,0.7047138047138046,0.3945859142005047,0.2326923076923077,0.0,0.9994340072288198,0.9995036334034864,0.3100000000000005,112970.0,,,31.41,,,43.57,,,1.97,,,7.98,,,1,False,False,False,False,False,True,False,1.2246467991473532e-16,-1.0,0.7818314824680298,0.6234898018587336,0.03,,1315.0199999999998,12.9923
2023-06-07,2023,6,7,113440.0,32.56,39.38,27.16,40.58,2.54,0.0,7.94,7.98,0.7663485330505481,0.7183754993342211,0.7693602693602694,0.3966506079376004,0.3884615384615385,0.0,0.99986098423164,0.9996624707143708,0.04,101890.0,,109294.28571428571,32.55,,30.90285714285714,40.4,,48.53285714285715,1.73,,2.2485714285714287,7.51,,7.225714285714285,2,False,False,False,False,False,False,True,1.2246467991473532e-16,-1.0,0.9749279121818236,-0.22252093395631434,0.0,0.23,1321.2848000000001,20.1676
2023-06-08,2023,6,8,115290.0,33.1,39.46,26.1,45.06,3.52,1.14,7.27,7.9,0.7854365500176742,0.7210386151797601,0.7336700336700337,0.4480385409497592,0.5769230769230771,0.0109890109890109,0.9991956944830598,0.9995830520589288,0.6300000000000008,113440.0,95310.0,112148.57142857143,32.56,28.38,31.577142857142857,40.58,56.12,46.952857142857134,2.54,2.87,2.341428571428572,7.94,7.43,7.202857142857143,3,False,False,False,False,True,False,False,1.2246467991473532e-16,-1.0,0.43388373911755823,-0.900968867902419,1.14,1.18,1491.486,25.5904
2023-06-09,2023,6,9,115210.0,32.38,39.18,26.48,48.05,3.84,5.08,7.94,8.01,0.7599858607281725,0.7117177097203726,0.7464646464646465,0.4823353980270704,0.6384615384615386,0.0489685752843647,0.99986098423164,0.9996922527101616,0.0699999999999994,115290.0,110250.0,112857.14285714286,33.1,29.31,32.01571428571429,45.06,55.83,45.84142857142857,3.52,2.4,2.5471428571428576,7.27,6.68,7.382857142857143,4,True,False,False,False,False,False,False,1.2246467991473532e-16,-1.0,-0.433883739117558,-0.9009688679024191,6.22,6.26,1555.859,30.4896
2023-06-10,2023,6,10,113720.0,32.4,39.55,26.19,44.22,4.77,1.98,7.92,8.01,0.7606928243195475,0.7240346205059918,0.7367003367003367,0.4384033035099793,0.8173076923076924,0.0190861769809138,0.9998411248361598,0.9996922527101616,0.0899999999999998,115210.0,110430.0,113327.14285714286,32.38,31.55,32.137142857142855,48.05,50.16,44.99285714285714,3.84,1.59,3.001428571428572,7.94,7.15,7.492857142857143,5,False,False,True,False,False,False,False,1.2246467991473532e-16,-1.0,-0.9749279121818236,-0.2225209339563146,8.2,8.23,1432.7279999999998,37.7784
2023-06-11,2023,6,11,113120.0,32.4,38.68,26.42,49.48,4.39,0.01,7.85,8.07,0.7606928243195475,0.6950732356857521,0.7444444444444445,0.4987382427162193,0.7442307692307694,9.639483323693852e-05,0.99977161695198,0.9997518167017432,0.2200000000000006,113720.0,120770.0,112234.28571428571,32.4,30.56,32.4,44.22,53.07,44.48,4.77,2.64,3.251428571428572,7.92,5.89,7.772857142857143,6,False,False,False,True,False,False,False,1.2246467991473532e-16,-1.0,-0.7818314824680299,0.6234898018587334,7.07,8.21,1603.1519999999998,34.461499999999994
2023-06-12,2023,6,12,120290.0,33.58,40.46,27.1,45.36,4.51,0.0,7.89,7.94,0.8024036762106751,0.7543275632490012,0.7673400673400674,0.4514796971782519,0.7673076923076925,0.0,0.99981133574294,0.9996227613866496,0.0500000000000007,113120.0,112970.0,113280.0,32.4,31.41,32.709999999999994,49.48,43.57,44.73571428571428,4.39,1.97,3.6142857142857134,7.85,7.98,7.759999999999999,0,False,True,False,False,False,False,False,1.2246467991473532e-16,-1.0,0.0,1.0,1.99,8.21,1523.1888,35.5839
2023-06-13,2023,6,13,114070.0,34.05,40.8,27.8,42.11,4.9,0.0,7.69,8.0,0.8190173206079886,0.765645805592543,0.7909090909090909,0.4142005047029135,0.8423076923076925,0.0,0.99961274178814,0.9996823253782314,0.3099999999999996,120290.0,101890.0,115020.0,33.58,32.55,32.92428571428572,45.36,40.4,44.98,4.51,1.73,4.067142857142857,7.89,7.51,7.785714285714286,1,False,False,False,False,False,True,False,1.2246467991473532e-16,-1.0,0.7818314824680298,0.6234898018587336,0.01,8.21,1433.8455,37.681000000000004
2023-06-14,2023,6,14,115040.0,33.42,39.23,27.71,43.14,5.0,0.0,7.51,7.87,0.7967479674796748,0.7133821571238346,0.787878787878788,0.4260151410874054,0.8615384615384617,0.0,0.9994340072288198,0.999553270063138,0.3600000000000003,114070.0,113440.0,115248.57142857143,34.05,32.56,33.04714285714285,42.11,40.58,45.34571428571428,4.9,2.54,4.418571428571428,7.69,7.94,7.724285714285714,2,False,False,False,False,False,False,True,1.2246467991473532e-16,-1.0,0.9749279121818236,-0.22252093395631434,0.0,8.21,1441.7388,37.55
2023-06-15,2023,6,15,103440.0,33.37,38.51,28.71,44.13,4.06,0.26,6.65,7.68,0.7949805585012372,0.6894141145139812,0.8215488215488216,0.4373709566414316,0.6807692307692309,0.0025062656641604,0.9985800532231798,0.9993646507564627,1.0299999999999994,115040.0,115290.0,113555.71428571429,33.42,33.1,33.08571428571428,43.14,45.06,45.212857142857146,5.0,3.52,4.4957142857142856,7.51,7.27,7.635714285714285,3,False,False,False,False,True,False,False,1.2246467991473532e-16,-1.0,0.43388373911755823,-0.900968867902419,0.26,7.33,1472.6181,26.999
2023-06-16,2023,6,16,75060.0,32.71,37.8,27.31,46.93,3.56,0.28,6.16,7.35,0.7716507599858607,0.66577896138482,0.7744107744107743,0.4694884147740307,0.5846153846153848,0.0026990553306342,0.9980934980339198,0.9990370488027638,1.1899999999999995,103440.0,115210.0,107820.0,33.37,32.38,33.13285714285714,44.13,48.05,45.05285714285714,4.06,3.84,4.4557142857142855,6.65,7.94,7.381428571428572,4,True,False,False,False,False,False,False,1.2246467991473532e-16,-1.0,-0.433883739117558,-0.9009688679024191,0.54,2.5300000000000002,1535.0803,21.9296
2023-06-17,2023,6,17,55160.0,29.53,32.3,27.61,60.59,5.68,2.51,4.44,7.53,0.6592435489572287,0.4826897470039943,0.7845117845117845,0.6261757283780683,0.9923076923076924,0.0241951031424715,0.9963855900226396,0.9992157407775086,3.09,75060.0,113720.0,99454.28571428571,32.71,32.4,32.722857142857144,46.93,44.22,47.39142857142857,3.56,4.77,4.585714285714286,6.16,7.92,6.884285714285714,5,False,False,True,False,False,False,False,1.2246467991473532e-16,-1.0,-0.9749279121818236,-0.2225209339563146,3.05,3.06,1789.2227000000003,25.2192
2023-06-18,2023,6,18,89890.0,29.15,32.8,26.56,74.09,4.89,9.75,1.67,7.5,0.6458112407211029,0.4993342210386149,0.7491582491582491,0.7810277586602432,0.8403846153846155,0.093984962406015,0.9936350637486594,0.999185958781718,5.83,55160.0,113120.0,96135.71428571429,29.53,32.4,32.25857142857143,60.59,49.48,50.90714285714286,5.68,4.39,4.6571428571428575,4.44,7.85,6.001428571428571,6,False,False,False,True,False,False,False,1.2246467991473532e-16,-1.0,-0.7818314824680299,0.6234898018587334,12.54,12.8,2159.7235,8.1663
2023-06-19,2023,6,19,119480.0,27.38,29.29,25.48,81.26,5.72,37.25,4.68,7.32,0.5832449628844114,0.3824900133155791,0.7127946127946129,0.8632713925212204,1.0,0.3590707538075959,0.9966239027683996,0.9990072668069728,2.640000000000001,89890.0,120290.0,96020.0,29.15,33.58,31.372857142857143,74.09,45.36,56.035714285714285,4.89,4.51,4.83,1.67,7.89,5.542857142857144,0,False,True,False,False,False,False,False,1.2246467991473532e-16,-1.0,0.0,1.0,49.51,50.05,2224.8988,26.769599999999997
2023-06-20,2023,6,20,121130.0,30.54,35.53,25.25,69.3,3.22,12.5,5.51,7.15,0.6949452103216683,0.590213049267643,0.705050505050505,0.7260839642119752,0.5192307692307694,0.1204935415461731,0.9974480676808196,0.9988385021641584,1.6400000000000006,119480.0,114070.0,97028.57142857143,27.38,34.05,30.87142857142857,81.26,42.11,59.92,5.72,4.9,4.590000000000001,4.68,7.69,5.231428571428571,1,False,False,False,False,False,True,False,1.2246467991473532e-16,-1.0,0.7818314824680298,0.6234898018587336,59.5,62.55,2116.422,17.7422
2023-06-21,2023,6,21,125100.0,30.94,36.7,25.83,65.74,4.75,2.02,6.39,7.16,0.7090844821491694,0.6291611185086552,0.7245791245791245,0.6852489103005276,0.8134615384615387,0.0194717563138615,0.9983218810819398,0.9988484294960888,0.7700000000000005,121130.0,115040.0,98465.71428571429,30.54,33.42,30.517142857142854,69.3,43.14,63.14857142857143,3.22,5.0,4.554285714285714,5.51,7.51,5.071428571428571,2,False,False,False,False,False,False,True,1.2246467991473532e-16,-1.0,0.9749279121818236,-0.22252093395631434,51.77,64.57,2033.9956,30.3525
2023-06-22,2023,6,22,123310.0,31.19,37.43,26.13,63.4,4.2,0.24,4.92,6.8,0.7179215270413574,0.6534620505992008,0.7346801346801347,0.658407891718284,0.707692307692308,0.0023134759976865,0.9968622155141597,0.998491045546599,1.88,125100.0,103440.0,101304.28571428571,30.94,33.37,30.205714285714286,65.74,44.13,65.90142857142857,4.75,4.06,4.574285714285714,6.39,6.65,4.824285714285714,3,False,False,False,False,True,False,False,1.2246467991473532e-16,-1.0,0.43388373911755823,-0.900968867902419,14.76,64.55,1977.4460000000001,20.664
2023-06-23,2023,6,23,125280.0,32.4,38.68,26.68,57.96,4.07,0.48,5.21,6.67,0.7606928243195475,0.6950732356857521,0.7531986531986532,0.5960082587749483,0.6826923076923079,0.004626951995373,0.9971501767486196,0.9983619902315054,1.46,123310.0,75060.0,108478.57142857143,31.19,32.71,30.16142857142857,63.4,46.93,67.47714285714287,4.2,3.56,4.647142857142858,4.92,6.16,4.688571428571429,4,True,False,False,False,False,False,False,1.2246467991473532e-16,-1.0,-0.433883739117558,-0.9009688679024191,2.74,64.74999999999999,1877.904,21.204700000000003
2023-06-24,2023,6,24,123670.0,30.96,36.86,26.69,65.81,3.59,2.88,5.69,6.57,0.7097914457405444,0.6344873501997335,0.7535353535353536,0.6860518467538426,0.5903846153846155,0.0277617119722382,0.9976268022401396,0.9982627169122028,0.8799999999999999,125280.0,55160.0,118265.71428571429,32.4,29.53,30.365714285714287,57.96,60.59,68.22285714285714,4.07,5.68,4.348571428571429,5.21,4.44,4.867142857142857,5,False,False,True,False,False,False,False,1.2246467991473532e-16,-1.0,-0.9749279121818236,-0.2225209339563146,3.6,65.12,2037.4776000000002,20.4271
2023-06-25,2023,6,25,112130.0,27.77,30.41,25.31,80.72,2.34,6.48,4.13,6.55,0.5970307529162249,0.4197736351531291,0.7070707070707071,0.8570773113099334,0.35,0.0624638519375361,0.9960777693926997,0.998242862248342,2.42,123670.0,89890.0,121442.85714285714,30.96,29.15,30.168571428571425,65.81,74.09,69.17,3.59,4.89,3.9842857142857135,5.69,1.67,5.218571428571429,6,False,False,False,True,False,False,False,1.2246467991473532e-16,-1.0,-0.7818314824680299,0.6234898018587334,9.84,61.85,2241.5944,9.6642
2023-06-26,2023,6,26,105820.0,28.06,31.42,25.84,79.1,1.92,5.82,3.66,6.56,0.607281724991163,0.4533954727030624,0.724915824915825,0.8384950676760724,0.2692307692307693,0.0561017929438982,0.9956110735989196,0.9982527895802724,2.8999999999999995,112130.0,119480.0,119491.42857142857,27.77,27.38,30.265714285714285,80.72,81.26,68.86142857142856,2.34,5.72,3.4414285714285717,4.13,4.68,5.072857142857143,0,False,True,False,False,False,False,False,1.2246467991473532e-16,-1.0,0.0,1.0,15.18,30.42,2219.546,7.0272
